2817.000000	2826.000000	2835.000000	2844.000000	2853.000000	2862.000000	2871.000000	2880.000000	2889.000000	2898.000000	2907.000000	2916.000000	2925.000000	2934.000000	2943.000000	2952.000000	2961.000000	2970.000000	2979.000000	2988.000000	2997.000000	3006.000000	row00
3033.000000	3042.000000	3051.000000	3060.000000	3069.000000	3078.000000	3087.000000	3096.000000	3105.000000	3114.000000	3123.000000	3132.000000	3141.000000	3150.000000	3159.000000	3168.000000	3177.000000	3186.000000	3195.000000	3204.000000	3213.000000	3222.000000	row01
3249.000000	3258.000000	3267.000000	3276.000000	3285.000000	3294.000000	3303.000000	3312.000000	3321.000000	3330.000000	3339.000000	3348.000000	3357.000000	3366.000000	3375.000000	3384.000000	3393.000000	3402.000000	3411.000000	3420.000000	3429.000000	3438.000000	row02
3465.000000	3474.000000	3483.000000	3492.000000	3501.000000	3510.000000	3519.000000	3528.000000	3537.000000	3546.000000	3555.000000	3564.000000	3573.000000	3582.000000	3591.000000	3600.000000	3609.000000	3618.000000	3627.000000	3636.000000	3645.000000	3654.000000	row03
3681.000000	3690.000000	3699.000000	3708.000000	3717.000000	3726.000000	3735.000000	3744.000000	3753.000000	3762.000000	3771.000000	3780.000000	3789.000000	3798.000000	3807.000000	3816.000000	3825.000000	3834.000000	3843.000000	3852.000000	3861.000000	3870.000000	row04
3897.000000	3906.000000	3915.000000	3924.000000	3933.000000	3942.000000	3951.000000	3960.000000	3969.000000	3978.000000	3987.000000	3996.000000	4005.000000	4014.000000	4023.000000	4032.000000	4041.000000	4050.000000	4059.000000	4068.000000	4077.000000	4086.000000	row05
4113.000000	4122.000000	4131.000000	4140.000000	4149.000000	4158.000000	4167.000000	4176.000000	4185.000000	4194.000000	4203.000000	4212.000000	4221.000000	4230.000000	4239.000000	4248.000000	4257.000000	4266.000000	4275.000000	4284.000000	4293.000000	4302.000000	row06
4329.000000	4338.000000	4347.000000	4356.000000	4365.000000	4374.000000	4383.000000	4392.000000	4401.000000	4410.000000	4419.000000	4428.000000	4437.000000	4446.000000	4455.000000	4464.000000	4473.000000	4482.000000	4491.000000	4500.000000	4509.000000	4518.000000	row07
4545.000000	4554.000000	4563.000000	4572.000000	4581.000000	4590.000000	4599.000000	4608.000000	4617.000000	4626.000000	4635.000000	4644.000000	4653.000000	4662.000000	4671.000000	4680.000000	4689.000000	4698.000000	4707.000000	4716.000000	4725.000000	4734.000000	row08
4761.000000	4770.000000	4779.000000	4788.000000	4797.000000	4806.000000	4815.000000	4824.000000	4833.000000	4842.000000	4851.000000	4860.000000	4869.000000	4878.000000	4887.000000	4896.000000	4905.000000	4914.000000	4923.000000	4932.000000	4941.000000	4950.000000	row09
4977.000000	4986.000000	4995.000000	5004.000000	5013.000000	5022.000000	5031.000000	5040.000000	5049.000000	5058.000000	5067.000000	5076.000000	5085.000000	5094.000000	5103.000000	5112.000000	5121.000000	5130.000000	5139.000000	5148.000000	5157.000000	5166.000000	row010
5193.000000	5202.000000	5211.000000	5220.000000	5229.000000	5238.000000	5247.000000	5256.000000	5265.000000	5274.000000	5283.000000	5292.000000	5301.000000	5310.000000	5319.000000	5328.000000	5337.000000	5346.000000	5355.000000	5364.000000	5373.000000	5382.000000	row011
5409.000000	5418.000000	5427.000000	5436.000000	5445.000000	5454.000000	5463.000000	5472.000000	5481.000000	5490.000000	5499.000000	5508.000000	5517.000000	5526.000000	5535.000000	5544.000000	5553.000000	5562.000000	5571.000000	5580.000000	5589.000000	5598.000000	row012
5625.000000	5634.000000	5643.000000	5652.000000	5661.000000	5670.000000	5679.000000	5688.000000	5697.000000	5706.000000	5715.000000	5724.000000	5733.000000	5742.000000	5751.000000	5760.000000	5769.000000	5778.000000	5787.000000	5796.000000	5805.000000	5814.000000	row013
